    1.500000e+00    3.238392e-01   -4.627935e-01
    1.550000e+00    3.007529e-01   -4.599113e-01
    1.600000e+00    2.779187e-01   -4.527883e-01
    1.650000e+00    2.555365e-01   -4.419169e-01
    1.700000e+00    2.337811e-01   -4.278023e-01
    1.750000e+00    2.128019e-01   -4.109516e-01
    1.800000e+00    1.927232e-01   -3.918646e-01
    1.850000e+00    1.736446e-01   -3.710250e-01
    1.900000e+00    1.556422e-01   -3.488930e-01
    1.950000e+00    1.387697e-01   -3.258991e-01
    2.000000e+00    1.230600e-01   -3.024387e-01
    2.050000e+00    1.085275e-01   -2.788721e-01
    2.100000e+00    9.516929e-02   -2.555151e-01
    2.150000e+00    8.296785e-02   -2.326445e-01
    2.200000e+00    7.189281e-02   -2.104947e-01
    2.250000e+00    6.190312e-02   -1.892593e-01
    2.300000e+00    5.294906e-02   -1.690921e-01
    2.350000e+00    4.497415e-02   -1.501097e-01
    2.400000e+00    3.791697e-02   -1.323942e-01
    2.450000e+00    3.171277e-02   -1.159960e-01
    2.500000e+00    2.629503e-02   -1.009375e-01
    2.550000e+00    2.159673e-02   -8.721622e-02
    2.600000e+00    1.755151e-02   -7.480889e-02
    2.650000e+00    1.409463e-02   -6.367451e-02
    2.700000e+00    1.116377e-02   -5.375788e-02
    2.750000e+00    8.699650e-03   -4.499282e-02
    2.800000e+00    6.646532e-03   -3.730508e-02
    2.850000e+00    4.952519e-03   -3.061499e-02
    2.900000e+00    3.569788e-03   -2.483990e-02
    2.950000e+00    2.454679e-03   -1.989617e-02
    3.000000e+00    1.567702e-03   -1.570097e-02
    3.050000e+00    8.734560e-04   -1.217371e-02
    3.100000e+00    3.404916e-04   -9.237178e-03
    3.150000e+00   -5.888577e-05   -6.818459e-03
    3.200000e+00   -3.488452e-04   -4.849554e-03
    3.250000e+00   -5.502879e-04   -3.267799e-03
    3.300000e+00   -6.811207e-04   -2.016100e-03
    3.350000e+00   -7.565362e-04   -1.042995e-03
    3.400000e+00   -7.892937e-04   -3.025785e-04
    3.450000e+00   -7.899927e-04    2.456736e-04
    3.500000e+00   -7.673352e-04    6.363441e-04
    3.550000e+00   -7.283740e-04    9.018922e-04
    3.600000e+00   -6.787426e-04    1.067499e-03
    3.650000e+00   -6.228659e-04    1.155358e-03
    3.700000e+00   -5.641516e-04    1.184042e-03
    3.750000e+00   -5.051609e-04    1.168914e-03
    3.800000e+00   -4.477591e-04    1.122512e-03
    3.850000e+00   -3.932474e-04    1.054924e-03
    3.900000e+00   -3.424769e-04    9.741321e-04
    3.950000e+00   -2.959453e-04    8.863390e-04
    4.000000e+00   -2.538790e-04    7.962512e-04
    4.050000e+00   -2.163007e-04    7.073411e-04
    4.100000e+00   -1.830861e-04    6.220741e-04
    4.150000e+00   -1.540081e-04    5.421075e-04
    4.200000e+00   -1.287739e-04    4.684610e-04
    4.250000e+00   -1.070523e-04    4.016611e-04
    4.300000e+00   -8.849560e-05    3.418625e-04
    4.350000e+00   -7.275576e-05    2.889474e-04
    4.400000e+00   -5.949559e-05    2.426067e-04
    4.450000e+00   -4.839682e-05    2.024049e-04
    4.500000e+00   -3.916503e-05    1.678309e-04
    4.550000e+00   -3.153245e-05    1.383368e-04
    4.600000e+00   -2.525898e-05    1.133670e-04
    4.650000e+00   -2.013205e-05    9.237948e-05
    4.700000e+00   -1.596556e-05    7.486024e-05
    4.750000e+00   -1.259819e-05    6.033248e-05
    4.800000e+00   -9.891421e-06    4.836207e-05
    4.850000e+00   -7.727320e-06    3.855976e-05
    4.900000e+00   -6.006291e-06    3.058121e-05
    4.950000e+00   -4.644861e-06    2.412537e-05
    5.000000e+00   -3.573578e-06    1.893191e-05
    5.050000e+00   -2.735060e-06    1.477785e-05
    5.100000e+00   -2.082209e-06    1.147395e-05
    5.150000e+00   -1.576626e-06    8.860978e-06
    5.200000e+00   -1.187197e-06    6.805998e-06
    5.250000e+00   -8.888720e-07    5.198884e-06
    5.300000e+00   -6.616021e-07    3.949066e-06
    5.350000e+00   -4.894405e-07    2.982584e-06
    5.400000e+00   -3.597772e-07    2.239453e-06
    5.450000e+00   -2.627007e-07    1.671344e-06
    5.500000e+00   -1.904661e-07    1.239575e-06
    5.550000e+00   -1.370578e-07    9.133830e-07
    5.600000e+00   -9.783075e-08    6.684578e-07
    5.650000e+00   -6.921978e-08    4.857093e-07
    5.700000e+00   -4.850537e-08    3.502402e-07
    5.750000e+00   -3.362572e-08    2.504986e-07
    5.800000e+00   -2.302757e-08    1.775823e-07
    5.850000e+00   -1.554833e-08    1.246751e-07
    5.900000e+00   -1.032364e-08    8.659154e-08
    5.950000e+00   -6.715299e-09    5.941213e-08
    6.000000e+00   -4.255492e-09    4.019445e-08
    6.050000e+00   -2.603912e-09    2.674461e-08
    6.100000e+00   -1.514991e-09    1.743848e-08
    6.150000e+00   -8.130553e-10    1.108257e-08
    6.200000e+00   -3.735990e-10    6.806683e-09
    6.250000e+00   -1.092829e-10    3.981507e-09
    6.300000e+00    4.046639e-11    2.155917e-09
    6.350000e+00    1.171195e-10    1.009570e-09
    6.400000e+00    1.486477e-10    3.173262e-10
    6.450000e+00    1.535855e-10   -7.723798e-11
    6.500000e+00    1.439494e-10   -2.814071e-10
